Country,Lag,Correlation,Year
Taiwan,-6,0.8488178216694025,2020
Taiwan,-5,0.906667523571336,2020
Taiwan,-4,0.8382276195442545,2020
Taiwan,-3,0.5666095702477391,2020
Taiwan,-2,0.8508947222246992,2020
Taiwan,-1,0.9715204452918559,2020
Taiwan,0,0.5233324475280453,2020
Taiwan,1,0.15365351029286473,2020
Taiwan,2,0.00593443717567312,2020
Taiwan,3,-0.7021283326129187,2020
Taiwan,4,-0.7054671226308667,2020
Taiwan,5,-0.7176225876663075,2020
Taiwan,6,-0.5650791330350127,2020
Hong Kong,-6,-0.5636668386091821,2020
Hong Kong,-5,0.043166602327117776,2020
Hong Kong,-4,-0.015673182092385506,2020
Hong Kong,-3,-0.41079292530924477,2020
Hong Kong,-2,0.6752457987093976,2020
Hong Kong,-1,0.9089643686670191,2020
Hong Kong,0,0.5205662547876811,2020
Hong Kong,1,0.2307065686872887,2020
Hong Kong,2,0.14802293274742986,2020
Hong Kong,3,-0.5067249489745373,2020
Hong Kong,4,-0.6021212225249828,2020
Hong Kong,5,-0.576492368200315,2020
Hong Kong,6,-0.7451768614960793,2020
United States,-6,0.6237185441712818,2020
United States,-5,0.7396769085355904,2020
United States,-4,0.4556416600376979,2020
United States,-3,-0.4139324749057242,2020
United States,-2,0.7236863868776523,2020
United States,-1,0.9397412824456824,2020
United States,0,0.461406049565415,2020
United States,1,0.15009951451315617,2020
United States,2,-0.1191733399178925,2020
United States,3,-0.6723058887184576,2020
United States,4,-0.5644058428134415,2020
United States,5,-0.3388989643643122,2020
United States,6,-0.4266615762540335,2020
Thailand,-6,0.6515421008031008,2020
Thailand,-5,0.6846283691664454,2020
Thailand,-4,0.5737437666403492,2020
Thailand,-3,0.2353288218330034,2020
Thailand,-2,0.6923579180091691,2020
Thailand,-1,0.9518433296804253,2020
Thailand,0,0.7457334838122459,2020
Thailand,1,0.3500520240735027,2020
Thailand,2,0.11734765672126721,2020
Thailand,3,-0.6251022922362734,2020
Thailand,4,-0.7535264207797902,2020
Thailand,5,-0.8655125992591715,2020
Thailand,6,-0.5924601612675043,2020
South Korea,-6,-0.2654883992374342,2021
South Korea,-5,-0.6300935021487784,2021
South Korea,-4,-0.13307748748424844,2021
South Korea,-3,0.11414695315531548,2021
South Korea,-2,0.4287992347154491,2021
South Korea,-1,0.25456579624224185,2021
South Korea,0,0.290203335827407,2021
South Korea,1,-0.08823857664999113,2021
South Korea,2,-0.4652004620343097,2021
South Korea,3,-0.30115818684030743,2021
South Korea,4,0.5182664327495258,2021
South Korea,5,0.5205762448305862,2021
South Korea,6,0.7488424010010705,2021
China,-6,,2021
China,-5,,2021
China,-4,,2021
China,-3,,2021
China,-2,,2021
China,-1,,2021
China,0,,2021
China,1,,2021
China,2,,2021
China,3,,2021
China,4,,2021
China,5,,2021
China,6,,2021
Taiwan,-6,-0.6928961213379264,2021
Taiwan,-5,-0.16987840470886675,2021
Taiwan,-4,-0.4170237538986051,2021
Taiwan,-3,0.32415677706964563,2021
Taiwan,-2,0.23985789490122017,2021
Taiwan,-1,-0.25746979445597096,2021
Taiwan,0,0.013521998033418133,2021
Taiwan,1,-0.22952966764613286,2021
Taiwan,2,0.013250629819582449,2021
Taiwan,3,0.1489927785490839,2021
Taiwan,4,0.2525889385748343,2021
Taiwan,5,-0.4084304540235816,2021
Taiwan,6,0.7249875316090905,2021
Hong Kong,-6,-0.1950826148782179,2021
Hong Kong,-5,-0.7041535223510317,2021
Hong Kong,-4,-0.024362887402303753,2021
Hong Kong,-3,0.3297448296839435,2021
Hong Kong,-2,-0.042879253983415425,2021
Hong Kong,-1,0.0019201623860386392,2021
Hong Kong,0,-0.04485624095622774,2021
Hong Kong,1,-0.21437915306251976,2021
Hong Kong,2,-0.07110860170165303,2021
Hong Kong,3,0.3463200006498652,2021
Hong Kong,4,-0.002234087963589425,2021
Hong Kong,5,0.09212505147616813,2021
Hong Kong,6,0.19406539609449378,2021
United States,-6,0.2869525844160687,2021
United States,-5,0.23691451806940805,2021
United States,-4,0.6006980635409548,2021
United States,-3,0.4468665346136952,2021
United States,-2,-0.08371589903401928,2021
United States,-1,-0.4916994167406964,2021
United States,0,-0.2353982898146932,2021
United States,1,0.057773396462132615,2021
United States,2,0.35718998560210347,2021
United States,3,0.7009292411854344,2021
United States,4,0.5562042842091757,2021
United States,5,-0.3579153456426622,2021
United States,6,-0.7532316342003457,2021
Thailand,-6,-0.02704701029557262,2021
Thailand,-5,0.06861895384417088,2021
Thailand,-4,-0.1069618119580448,2021
Thailand,-3,-0.005913660370647126,2021
Thailand,-2,-0.23875927408133807,2021
Thailand,-1,-0.3563065166800409,2021
Thailand,0,0.07799228013132212,2021
Thailand,1,0.4961262913316518,2021
Thailand,2,-0.11282467240013769,2021
Thailand,3,-0.11060355586859154,2021
Thailand,4,0.4188818344024103,2021
Thailand,5,-0.6865141883206964,2021
Thailand,6,-0.0028002527062068066,2021
South Korea,-6,0.1811990424669235,2022
South Korea,-5,-0.008607730628265219,2022
South Korea,-4,-0.2628494210602977,2022
South Korea,-3,-0.15974452414671664,2022
South Korea,-2,-0.010816160512850842,2022
South Korea,-1,0.026017063204416144,2022
South Korea,0,0.10280105608781386,2022
South Korea,1,0.2527870065313999,2022
South Korea,2,0.5190736572180135,2022
South Korea,3,0.6271226143501764,2022
South Korea,4,0.23455458760020603,2022
South Korea,5,0.4633281491392136,2022
South Korea,6,0.73912433550841,2022
China,-6,,2022
China,-5,,2022
China,-4,,2022
China,-3,-0.5937397058284253,2022
China,-2,-0.8465588048305227,2022
China,-1,-0.5731324618323492,2022
China,0,-0.008363217433167876,2022
China,1,0.19300573137937027,2022
China,2,-0.1779927096037777,2022
China,3,-0.4286626202077369,2022
China,4,-0.5082372299416329,2022
China,5,-0.43858577245237573,2022
China,6,-0.07648334417088541,2022
Taiwan,-6,0.8697762058089877,2022
Taiwan,-5,0.6054741262286946,2022
Taiwan,-4,0.5978136605635501,2022
Taiwan,-3,0.8236427211979542,2022
Taiwan,-2,0.580960363605759,2022
Taiwan,-1,0.6230866867631053,2022
Taiwan,0,0.7488368674531477,2022
Taiwan,1,0.8898273828319334,2022
Taiwan,2,0.9108449320836696,2022
Taiwan,3,0.7495586044285353,2022
Taiwan,4,0.26586789787476783,2022
Taiwan,5,0.5423875410072566,2022
Taiwan,6,0.9023992038754055,2022
Hong Kong,-6,0.6457622163286368,2022
Hong Kong,-5,0.9723335814787503,2022
Hong Kong,-4,0.6337449525743888,2022
Hong Kong,-3,0.645282016213664,2022
Hong Kong,-2,0.59210787149286,2022
Hong Kong,-1,0.6633500573036111,2022
Hong Kong,0,0.7192278505409947,2022
Hong Kong,1,0.7254195954408345,2022
Hong Kong,2,0.8433760489123634,2022
Hong Kong,3,0.8671905404402985,2022
Hong Kong,4,0.4298344631296591,2022
Hong Kong,5,-0.017478336668844654,2022
Hong Kong,6,0.36741407487592037,2022
United States,-6,-0.5036792093513089,2022
United States,-5,-0.38399564954318766,2022
United States,-4,-0.39787833442228826,2022
United States,-3,-0.49511596644922273,2022
United States,-2,-0.4618238250099648,2022
United States,-1,-0.5043764591659932,2022
United States,0,-0.4829463380587153,2022
United States,1,-0.1784383732104944,2022
United States,2,0.17427505413860428,2022
United States,3,0.571844052912176,2022
United States,4,-0.14143743269069012,2022
United States,5,-0.08011793273324463,2022
United States,6,0.3363669751819837,2022
Thailand,-6,0.7263013008156424,2022
Thailand,-5,0.7508794901114112,2022
Thailand,-4,0.5964712223203769,2022
Thailand,-3,0.5384432826379302,2022
Thailand,-2,0.3705588529107306,2022
Thailand,-1,0.43922369401996836,2022
Thailand,0,0.5494654603650725,2022
Thailand,1,0.7363378862529716,2022
Thailand,2,0.8627539501209336,2022
Thailand,3,0.9016852911612122,2022
Thailand,4,0.6883439473810115,2022
Thailand,5,0.5251899984339452,2022
Thailand,6,0.3499450275824193,2022
South Korea,-6,-0.3343907562650416,2023
South Korea,-5,-0.1727701592657106,2023
South Korea,-4,-0.23465268477986423,2023
South Korea,-3,0.16781018889178598,2023
South Korea,-2,0.31440493935881875,2023
South Korea,-1,-0.4302958235357852,2023
South Korea,0,-0.23579642453438587,2023
South Korea,1,-0.46767573983574906,2023
South Korea,2,-0.1792490380954297,2023
South Korea,3,0.3338854818950489,2023
South Korea,4,-0.6630579047514508,2023
South Korea,5,-0.5020519681345559,2023
South Korea,6,-0.28412963672765007,2023
China,-6,0.2505666300786342,2023
China,-5,0.49816180421244777,2023
China,-4,0.46235693626743485,2023
China,-3,0.33862407016946316,2023
China,-2,0.5002070501532802,2023
China,-1,0.39164310970647487,2023
China,0,0.40926633505146176,2023
China,1,0.28296757329714783,2023
China,2,0.20056699737174294,2023
China,3,0.35783067666489643,2023
China,4,0.41922525118586546,2023
China,5,0.26176960934999044,2023
China,6,-0.308146229589336,2023
Taiwan,-6,-0.09263611348848173,2023
Taiwan,-5,0.40575201869741256,2023
Taiwan,-4,0.6260271431702115,2023
Taiwan,-3,0.6382580022796711,2023
Taiwan,-2,0.48093390407676095,2023
Taiwan,-1,0.4042950912343938,2023
Taiwan,0,0.2170411302361076,2023
Taiwan,1,0.23594473810346073,2023
Taiwan,2,-0.08502307646681123,2023
Taiwan,3,-0.24518313234393435,2023
Taiwan,4,-0.03143099811007937,2023
Taiwan,5,0.5044326518174872,2023
Taiwan,6,-0.5729189402366354,2023
Hong Kong,-6,0.3597889858413202,2023
Hong Kong,-5,-0.03141890613153578,2023
Hong Kong,-4,-0.3592459460713082,2023
Hong Kong,-3,-0.5892352883579753,2023
Hong Kong,-2,-0.915834844412416,2023
Hong Kong,-1,-0.7458594454560489,2023
Hong Kong,0,-0.47510058583469006,2023
Hong Kong,1,-0.47944739830125843,2023
Hong Kong,2,-0.5722144711253928,2023
Hong Kong,3,-0.624286045200304,2023
Hong Kong,4,-0.5913073894008318,2023
Hong Kong,5,-0.5872640102018023,2023
Hong Kong,6,-0.15219184582906375,2023
United States,-6,0.10813637027534449,2023
United States,-5,-0.013024494046149287,2023
United States,-4,0.24457661183638815,2023
United States,-3,-0.3665932695121642,2023
United States,-2,-0.8225454548003749,2023
United States,-1,-0.6569174490596118,2023
United States,0,-0.22378207190106375,2023
United States,1,-0.2892490385366519,2023
United States,2,0.3024930094534878,2023
United States,3,0.5843890428881131,2023
United States,4,0.074778020392471,2023
United States,5,-0.441974400966296,2023
United States,6,-0.16616042246521423,2023
Thailand,-6,0.5689630092967605,2023
Thailand,-5,-0.2440740491829235,2023
Thailand,-4,-0.6596020055615457,2023
Thailand,-3,-0.6497554157571194,2023
Thailand,-2,-0.3707937691138204,2023
Thailand,-1,0.11679530082252024,2023
Thailand,0,0.5619807904171528,2023
Thailand,1,0.5899513725642443,2023
Thailand,2,0.35305208857744025,2023
Thailand,3,-0.3149569373445998,2023
Thailand,4,-0.7440410269621527,2023
Thailand,5,-0.9527974287302207,2023
Thailand,6,-0.8150467994656677,2023
South Korea,-6,0.36486642949775766,2024
South Korea,-5,-0.16364285540315845,2024
South Korea,-4,0.45493402951662787,2024
South Korea,-3,0.7517221173194107,2024
South Korea,-2,0.09805136528758003,2024
South Korea,-1,-0.22733058374715095,2024
South Korea,0,-0.24657475605383078,2024
South Korea,1,-0.04295247102871431,2024
South Korea,2,-0.11280830659255381,2024
South Korea,3,-0.3661884305135056,2024
South Korea,4,-0.05608298964269124,2024
South Korea,5,-0.277533069858127,2024
South Korea,6,0.22092027758917657,2024
China,-6,0.4748773959189952,2024
China,-5,0.1289487220614805,2024
China,-4,0.31297262875758375,2024
China,-3,0.12005974357755768,2024
China,-2,0.42884161099311585,2024
China,-1,0.37052487182350485,2024
China,0,0.24445603116964024,2024
China,1,0.29554076242476507,2024
China,2,0.36873962172643754,2024
China,3,0.2529235058862696,2024
China,4,-0.22198303811134293,2024
China,5,-0.7112895857555112,2024
China,6,-0.5321990693056188,2024
Taiwan,-6,0.1457999259838568,2024
Taiwan,-5,0.3652263317764433,2024
Taiwan,-4,0.13841885916560664,2024
Taiwan,-3,-0.07633031969201506,2024
Taiwan,-2,0.24237082609586616,2024
Taiwan,-1,0.20870009074857526,2024
Taiwan,0,-0.05218139132620476,2024
Taiwan,1,-0.6886832467052941,2024
Taiwan,2,-0.6441679013880846,2024
Taiwan,3,0.06209132429274735,2024
Taiwan,4,0.4843999296864218,2024
Taiwan,5,0.8108743740222545,2024
Taiwan,6,0.3090871551038872,2024
Hong Kong,-6,-0.0174726390257076,2024
Hong Kong,-5,0.204506677143599,2024
Hong Kong,-4,-0.20970065349644895,2024
Hong Kong,-3,-0.029657330140671342,2024
Hong Kong,-2,-0.4910444656344402,2024
Hong Kong,-1,-0.4789981226655052,2024
Hong Kong,0,0.20215343335305644,2024
Hong Kong,1,0.0900108896075437,2024
Hong Kong,2,0.21765054401456196,2024
Hong Kong,3,-0.42689678823233346,2024
Hong Kong,4,-0.009506790832988636,2024
Hong Kong,5,-0.0708738884573932,2024
Hong Kong,6,0.1695631776871095,2024
United States,-6,0.27422170278375624,2024
United States,-5,0.318522647993814,2024
United States,-4,-0.566164063410452,2024
United States,-3,-0.4186996919065444,2024
United States,-2,-0.09052123491083613,2024
United States,-1,0.15609917576527657,2024
United States,0,0.2753537258571898,2024
United States,1,-0.34926651098023465,2024
United States,2,0.23184851715488203,2024
United States,3,0.08444228373342329,2024
United States,4,-0.14651954357153918,2024
United States,5,-0.2400561973865724,2024
United States,6,0.06711257736540538,2024
Thailand,-6,0.24755354415866293,2024
Thailand,-5,-0.38039564300678164,2024
Thailand,-4,-0.5868423379143112,2024
Thailand,-3,-0.4844428173586272,2024
Thailand,-2,-0.3548353933501525,2024
Thailand,-1,0.24932355884459217,2024
Thailand,0,0.8022830618065568,2024
Thailand,1,0.49883679963480465,2024
Thailand,2,0.3444696793505045,2024
Thailand,3,-0.2235081238063241,2024
Thailand,4,-0.7518954187836149,2024
Thailand,5,-0.7426161684520162,2024
Thailand,6,-0.4534162118454757,2024
South Korea,-6,,2025
South Korea,-5,,2025
South Korea,-4,,2025
South Korea,-3,,2025
South Korea,-2,,2025
South Korea,-1,,2025
South Korea,0,,2025
South Korea,1,,2025
South Korea,2,,2025
South Korea,3,,2025
South Korea,4,,2025
South Korea,5,,2025
South Korea,6,,2025
China,-6,,2025
China,-5,,2025
China,-4,,2025
China,-3,,2025
China,-2,,2025
China,-1,,2025
China,0,,2025
China,1,,2025
China,2,,2025
China,3,,2025
China,4,,2025
China,5,,2025
China,6,,2025
Taiwan,-6,,2025
Taiwan,-5,,2025
Taiwan,-4,,2025
Taiwan,-3,,2025
Taiwan,-2,,2025
Taiwan,-1,,2025
Taiwan,0,,2025
Taiwan,1,,2025
Taiwan,2,,2025
Taiwan,3,,2025
Taiwan,4,,2025
Taiwan,5,,2025
Taiwan,6,,2025
Hong Kong,-6,,2025
Hong Kong,-5,,2025
Hong Kong,-4,,2025
Hong Kong,-3,,2025
Hong Kong,-2,,2025
Hong Kong,-1,,2025
Hong Kong,0,,2025
Hong Kong,1,,2025
Hong Kong,2,,2025
Hong Kong,3,,2025
Hong Kong,4,,2025
Hong Kong,5,,2025
Hong Kong,6,,2025
United States,-6,,2025
United States,-5,,2025
United States,-4,,2025
United States,-3,,2025
United States,-2,,2025
United States,-1,,2025
United States,0,,2025
United States,1,,2025
United States,2,,2025
United States,3,,2025
United States,4,,2025
United States,5,,2025
United States,6,,2025
Thailand,-6,,2025
Thailand,-5,,2025
Thailand,-4,,2025
Thailand,-3,,2025
Thailand,-2,,2025
Thailand,-1,,2025
Thailand,0,,2025
Thailand,1,,2025
Thailand,2,,2025
Thailand,3,,2025
Thailand,4,,2025
Thailand,5,,2025
Thailand,6,,2025
